black_id,black_rating 
tahastanly7143                                                                                      ,1393
tahastanly7144                                                                                      ,1397
tahastanly7145                                                                                      ,1397
litwin37146                                                                                         ,1554
snlakgn7147                                                                                         ,1427
tahastanly7148                                                                                      ,1399
smorris7149                                                                                         ,1555
tahastanly7150                                                                                      ,1389
tahastanly7151                                                                                      ,1384
tahastanly7152                                                                                      ,1390
tahastanly7153                                                                                      ,1397
xaquax7154                                                                                          ,1712
tahastanly7155                                                                                      ,1404
tahastanly7156                                                                                      ,1405
sannicandrogarganico7157                                                                            ,1525
mabrown867158                                                                                       ,1610
snowden7159                                                                                         ,1638
woodcrusher757160                                                                                   ,1500
first-time-17161                                                                                    ,2266
pouyaaa3337162                                                                                      ,1940
first-time-17163                                                                                    ,2258
first-time-17164                                                                                    ,2258
mrmaccc7165                                                                                         ,1806
first-time-17166                                                                                    ,2239
first-time-17167                                                                                    ,2236
younesmat7168                                                                                       ,1942
first-time-17169                                                                                    ,2229
hulka7170                                                                                           ,1526
apostolovo727171                                                                                    ,2117
first-time-17172                                                                                    ,2251
first-time-17173                                                                                    ,2247
suraj_prasad7174                                                                                    ,1923
first-time-17175                                                                                    ,2240
luklei127176                                                                                        ,2107
first-time-17177                                                                                    ,2220
ray447178                                                                                           ,1900
arjan19677179                                                                                       ,1731
ahmbat7180                                                                                          ,1748
first-time-17181                                                                                    ,2206
galaxy_oasis7182                                                                                    ,1718
first-time-17183                                                                                    ,2203
first-time-17184                                                                                    ,2239
francooooooo7185                                                                                    ,1305
moomoo1237186                                                                                       ,1444
kimmmmi0607187                                                                                      ,1215
kimmmmi0607188                                                                                      ,1220
kimmmmi0607189                                                                                      ,1198
jirgu7190                                                                                           ,1447
kimmmmi0607191                                                                                      ,1206
markagabi487192                                                                                     ,1541
cullarvega7193                                                                                      ,1546
kimmmmi0607194                                                                                      ,1221
hard2kill747195                                                                                     ,1681
kimmmmi0607196                                                                                      ,1227
tbrenzel7197                                                                                        ,1264
reysalomon7198                                                                                      ,1164
edavicious7199                                                                                      ,1254
oldgrl7200                                                                                          ,1207
tbrenzel7201                                                                                        ,1295
mahdirezaei7202                                                                                     ,1293
tbrenzel7203                                                                                        ,1298
dustinetmanski7204                                                                                  ,1199
hungcuong7205                                                                                       ,1695
ziad261507206                                                                                       ,1683
hungcuong7207                                                                                       ,1744
hungcuong7208                                                                                       ,1812
mariobb7209                                                                                         ,1749
hungcuong7210                                                                                       ,1557
hungcuong7211                                                                                       ,1573
hungcuong7212                                                                                       ,1678
hungcuong7213                                                                                       ,1500
chez917214                                                                                          ,1487
aleechi7215                                                                                         ,1503
chez917216                                                                                          ,1509
k9mecromance30007217                                                                                ,1468
chez917218                                                                                          ,1488
johsebac7219                                                                                        ,1533
chez917220                                                                                          ,1509
kavabangaa7221                                                                                      ,1456
golova19817222                                                                                      ,1543
starunj7223                                                                                         ,1357
chez917224                                                                                          ,1520
chez917225                                                                                          ,1533
chez917226                                                                                          ,1547
chez917227                                                                                          ,1540
harry937228                                                                                         ,1398
chez917229                                                                                          ,1525
th3or3tical7230                                                                                     ,1503
red-07231                                                                                           ,1458
chez917232                                                                                          ,1516
chez917233                                                                                          ,1524
vsirk7234                                                                                           ,1729
crash887235                                                                                         ,1468
shushul20167236                                                                                     ,1671
hp12347237                                                                                          ,1640
mrbond7238                                                                                          ,1633
jsanik7239                                                                                          ,1897
maximus977240                                                                                       ,1234
thepound7241                                                                                        ,1016
woolypencil7242                                                                                     ,1212
jayme3367243                                                                                        ,1415
military_mat7244                                                                                    ,1541
thepound7245                                                                                        ,1041
thepound7246                                                                                        ,1079
biggn7247                                                                                           ,1500
bailey_trim7248                                                                                     ,1120
surgate7249                                                                                         ,1114
thepound7250                                                                                        ,1117
antho627251                                                                                         ,1191
zugzwan97252                                                                                        ,1063
thepound7253                                                                                        ,1054
trebortau7254                                                                                       ,1152
dipset7255                                                                                          ,1467
rchevezzepeda7256                                                                                   ,1488
alkis19867257                                                                                       ,1445
dipset7258                                                                                          ,1481
dipset7259                                                                                          ,1487
scaccofelice7260                                                                                    ,1543
dipset7261                                                                                          ,1507
dipset7262                                                                                          ,1497
ricardo_barbieri7263                                                                                ,1457
dipset7264                                                                                          ,1497
rascanalg7265                                                                                       ,1519
dipset7266                                                                                          ,1471
jonataswalker7267                                                                                   ,1509
dipset7268                                                                                          ,1460
piggy11227269                                                                                       ,1381
dipset7270                                                                                          ,1456
dipset7271                                                                                          ,1446
stiffypawn7272                                                                                      ,1466
dipset7273                                                                                          ,1464
intellectualhonesty7274                                                                             ,1551
chessdaddy537275                                                                                    ,1796
dipset7276                                                                                          ,1453
lpardo7277                                                                                          ,1645
dipset7278                                                                                          ,1442
dipset7279                                                                                          ,1456
grooveman7280                                                                                       ,1430
iero837281                                                                                          ,1511
dipset7282                                                                                          ,1456
dipset7283                                                                                          ,1464
dipset7284                                                                                          ,1473
wansilence7285                                                                                      ,1607
dipset7286                                                                                          ,1469
harland7287                                                                                         ,1601
dipset7288                                                                                          ,1467
cm09117289                                                                                          ,1484
dipset7290                                                                                          ,1483
dipset7291                                                                                          ,1474
dipset7292                                                                                          ,1482
felipeferreira7293                                                                                  ,1538
matheus107294                                                                                       ,1464
dipset7295                                                                                          ,1493
dipset7296                                                                                          ,1499
loz167297                                                                                           ,1547
dipset7298                                                                                          ,1498
dipset7299                                                                                          ,1488
kamarali7300                                                                                        ,1608
maurovanegas7301                                                                                    ,1591
chavez7302                                                                                          ,1453
dipset7303                                                                                          ,1501
dipset7304                                                                                          ,1510
oggy047305                                                                                          ,1940
apis167306                                                                                          ,1850
oggy047307                                                                                          ,1919
blueshay7308                                                                                        ,1502
oggy047309                                                                                          ,1930
artemkov7310                                                                                        ,1951
nerd37311                                                                                           ,2159
afshin19707312                                                                                      ,1930
oggy047313                                                                                          ,1949
oggy047314                                                                                          ,1939
abekabek7315                                                                                        ,1631
oggy047316                                                                                          ,1955
palo277317                                                                                          ,1858
oggy047318                                                                                          ,1962
oggy047319                                                                                          ,1952
oggy047320                                                                                          ,1970
ramchander7321                                                                                      ,1921
zam07322                                                                                            ,1644
oggy047323                                                                                          ,1977
moneras7324                                                                                         ,1653
vitus_lk7325                                                                                        ,1483
oggy047326                                                                                          ,1960
oggy047327                                                                                          ,1981
etacarinae7328                                                                                      ,1880
oggy047329                                                                                          ,1986
vjs7330                                                                                             ,1993
denysov7331                                                                                         ,1786
hosein13827332                                                                                      ,1730
oggy047333                                                                                          ,2004
oggy047334                                                                                          ,2002
mesak557335                                                                                         ,1590
oggy047336                                                                                          ,1992
sergey05067337                                                                                      ,1374
oggy047338                                                                                          ,2004
oggy047339                                                                                          ,2001
davoodshadi7340                                                                                     ,1860
oggy047341                                                                                          ,2003
kuwab7342                                                                                           ,1397
deathbyakillermonkey7343                                                                            ,2254
ntd257344                                                                                           ,1160
flyingpotato7345                                                                                    ,1500
skarby7346                                                                                          ,1524
tenilla7347                                                                                         ,1483
russiansober7348                                                                                    ,1727
mermigas7349                                                                                        ,1635
rezamoghimi20207350                                                                                 ,1608
rezamoghimi20207351                                                                                 ,1610
zmey657352                                                                                          ,2011
hooponopono7353                                                                                     ,1965
sam7neeee7354                                                                                       ,2028
miedlepi7355                                                                                        ,1986
rezamoghimi20207356                                                                                 ,1623
cevat7357                                                                                           ,1567
blazingheart7358                                                                                    ,1436
smanuel7359                                                                                         ,1073
vivacaligula7360                                                                                    ,1165
slava0109767361                                                                                     ,1275
vivacaligula7362                                                                                    ,1251
vivacaligula7363                                                                                    ,1205
milton057364                                                                                        ,1330
vivacaligula7365                                                                                    ,1500
emigrate7366                                                                                        ,1500
vivacaligula7367                                                                                    ,1500
emigrate7368                                                                                        ,1500
vivacaligula7369                                                                                    ,1500
emigrate7370                                                                                        ,1500
emigrate7371                                                                                        ,1500
vivacaligula7372                                                                                    ,1500
mastermrk7373                                                                                       ,1305
mastermrk7374                                                                                       ,1317
mcforever7375                                                                                       ,2184
mcforever7376                                                                                       ,2181
mcforever7377                                                                                       ,2176
yesconnor7378                                                                                       ,1174
yesconnor7379                                                                                       ,1191
yesconnor7380                                                                                       ,1267
mb3d7381                                                                                            ,1133
yesconnor7382                                                                                       ,1259
nasa20167383                                                                                        ,1425
busy7384                                                                                            ,1703
busy7385                                                                                            ,1724
jeanclaudedestroylee7386                                                                            ,1383
ashtrak7387                                                                                         ,1309
nepheline1487388                                                                                    ,1148
gaymanipulation7389                                                                                 ,1172
nemanade7390                                                                                        ,1195
tonye7391                                                                                           ,1237
gaymanipulation7392                                                                                 ,1060
elias20117393                                                                                       ,1200
abdulmajeed217394                                                                                   ,1320
gaymanipulation7395                                                                                 ,1291
gaymanipulation7396                                                                                 ,1291
gaymanipulation7397                                                                                 ,1291
iolich7398                                                                                          ,1500
gaymanipulation7399                                                                                 ,1291
surikki7400                                                                                         ,1017
gaymanipulation7401                                                                                 ,1500
vl_bo7402                                                                                           ,1574
thatguythatistr7403                                                                                 ,1511
ox_brilliant7404                                                                                    ,1477
thatguythatistr7405                                                                                 ,1512
fabiofc867406                                                                                       ,1546
thatguythatistr7407                                                                                 ,1509
thatguythatistr7408                                                                                 ,1520
fabianaguado7409                                                                                    ,1301
thatguythatistr7410                                                                                 ,1507
fercho107411                                                                                        ,1482
gaspare9547412                                                                                      ,1521
msg837413                                                                                           ,1434
thatguythatistr7414                                                                                 ,1519
thatguythatistr7415                                                                                 ,1532
thatguythatistr7416                                                                                 ,1528
ox_brilliant7417                                                                                    ,1505
quickben167418                                                                                      ,1475
thatguythatistr7419                                                                                 ,1542
thatguythatistr7420                                                                                 ,1533
thatguythatistr7421                                                                                 ,1533
thatguythatistr7422                                                                                 ,1545
adamsoun7423                                                                                        ,1430
thatguythatistr7424                                                                                 ,1571
mixhug7425                                                                                          ,1503
madmongrel7426                                                                                      ,1352
thatguythatistr7427                                                                                 ,1576
azharuddin7428                                                                                      ,1370
thatguythatistr7429                                                                                 ,1560
ba20167430                                                                                          ,1361
thatguythatistr7431                                                                                 ,1555
thatguythatistr7432                                                                                 ,1568
thatguythatistr7433                                                                                 ,1558
aart77787977434                                                                                     ,1538
xtianjr7435                                                                                         ,1496
nemanjanjanja7436                                                                                   ,1510
thatguythatistr7437                                                                                 ,1565
nemanjanjanja7438                                                                                   ,1530
sayul7439                                                                                           ,1344
thatguythatistr7440                                                                                 ,1543
thatguythatistr7441                                                                                 ,1532
thatguythatistr7442                                                                                 ,1545
bus14087443                                                                                         ,1550
thatguythatistr7444                                                                                 ,1546
thatguythatistr7445                                                                                 ,1536
mdguven7446                                                                                         ,1823
thatguythatistr7447                                                                                 ,1528
radovankaluza7448                                                                                   ,1533
thatguythatistr7449                                                                                 ,1561
hockeytv7450                                                                                        ,1048
hockeytv7451                                                                                        ,1065
hockeytv7452                                                                                        ,1066
rava7453                                                                                            ,1524
whynot467454                                                                                        ,1323
hockeytv7455                                                                                        ,1161
radikalguru7456                                                                                     ,1273
hockeytv7457                                                                                        ,1311
hockeytv7458                                                                                        ,1311
dkattir7459                                                                                         ,1726
dkattir7460                                                                                         ,1737
iiieuh7461                                                                                          ,1742
dkattir7462                                                                                         ,1743
pavel_fantasma7463                                                                                  ,1684
dkattir7464                                                                                         ,1767
aljaci7465                                                                                          ,1588
mansoor_k117466                                                                                     ,1484
rondinei7467                                                                                        ,1778
dkattir7468                                                                                         ,1815
dkattir7469                                                                                         ,1818
phlegethon_m7470                                                                                    ,1843
kareematte7471                                                                                      ,1752
dkattir7472                                                                                         ,1826
mansoor_k117473                                                                                     ,1621
dkattir7474                                                                                         ,1814
mansoor_k117475                                                                                     ,1609
dkattir7476                                                                                         ,1827
dkattir7477                                                                                         ,1839
marbeg7478                                                                                          ,1877
mansoor_k117479                                                                                     ,1496
dkattir7480                                                                                         ,1857
mansoor_k117481                                                                                     ,1502
dkattir7482                                                                                         ,1851
dkattir7483                                                                                         ,1863
dkattir7484                                                                                         ,1860
mansoor_k117485                                                                                     ,1519
mansoor_k117486                                                                                     ,1523
dkattir7487                                                                                         ,1850
rangerbiru7488                                                                                      ,1843
dkattir7489                                                                                         ,1859
dkattir7490                                                                                         ,1872
ljuba19477491                                                                                       ,1876
dkattir7492                                                                                         ,1861
dkattir7493                                                                                         ,1859
mansoor_k117494                                                                                     ,1517
mansoor_k117495                                                                                     ,1525
mansoor_k117496                                                                                     ,1528
jakerva7497                                                                                         ,1886
mauritius7498                                                                                       ,1865
mansoor_k117499                                                                                     ,1519
dkattir7500                                                                                         ,1865
dkattir7501                                                                                         ,1855
bigdimmer7502                                                                                       ,1796
jmzeut7503                                                                                          ,1538
yawade7504                                                                                          ,1482
pyta7505                                                                                            ,1563
rechevi7506                                                                                         ,1839
grandmayor7507                                                                                      ,1450
diamondinleague7508                                                                                 ,1356
totamoscal7509                                                                                      ,1450
hamidreza7510                                                                                       ,1355
turanian7511                                                                                        ,1421
hamidreza7512                                                                                       ,1373
petio7513                                                                                           ,1388
hamidreza7514                                                                                       ,1346
dtfvmd7515                                                                                          ,1542
koroleva037516                                                                                      ,1586
hamidreza7517                                                                                       ,1335
wlira7518                                                                                           ,1720
hamidreza7519                                                                                       ,1340
nprpa7520                                                                                           ,1677
hamidreza7521                                                                                       ,1345
lgoldl7522                                                                                          ,1674
hamidreza7523                                                                                       ,1358
zubejan7524                                                                                         ,1650
hamidreza7525                                                                                       ,1365
hamidreza7526                                                                                       ,1369
elyshev947527                                                                                       ,1447
hamidreza7528                                                                                       ,1364
hamidreza7529                                                                                       ,1358
iklit7530                                                                                           ,1148
hamidreza7531                                                                                       ,1333
whatawhata7532                                                                                      ,1281
khaledalansary7533                                                                                  ,1345
hamidreza7534                                                                                       ,1332
wangelillo7535                                                                                      ,1372
katerina19657536                                                                                    ,1623
naranjuz7537                                                                                        ,1760
sashavaluev7538                                                                                     ,1436
cdwood447539                                                                                        ,1421
salemchess57540                                                                                     ,1277
salemchess57541                                                                                     ,1500
salemchess57542                                                                                     ,1500
enopata7543                                                                                         ,1745
rpathak017544                                                                                       ,1163
theanswer137545                                                                                     ,1497
ericdaniel047546                                                                                    ,1740
nightofblacksnow7547                                                                                ,1817
nightofblacksnow7548                                                                                ,1817
urnoobatchess7549                                                                                   ,1494
nightofblacksnow7550                                                                                ,1817
federico577551                                                                                      ,2271
willyjohnson7552                                                                                    ,2225
willyjohnson7553                                                                                    ,2235
trevorrogers957554                                                                                  ,2264
willyjohnson7555                                                                                    ,2255
garnek1237556                                                                                       ,2305
willyjohnson7557                                                                                    ,2253
blackdragon77558                                                                                    ,2295
willyjohnson7559                                                                                    ,2241
