black_id,black_rating 
taranga19062                                                                                        ,1277
taranga19063                                                                                        ,1285
temi201719064                                                                                       ,1090
killerbrecht19065                                                                                   ,1255
taranga19066                                                                                        ,1283
whfo19067                                                                                           ,1267
taranga19068                                                                                        ,1270
taranga19069                                                                                        ,1281
taranga19070                                                                                        ,1292
piroz_xucestih19071                                                                                 ,1293
taranga19072                                                                                        ,1317
taranga19073                                                                                        ,1305
taranga19074                                                                                        ,1305
vikrant_dalvi19075                                                                                  ,1466
taranga19076                                                                                        ,1299
jamila123419077                                                                                     ,1232
hknight_chess19078                                                                                  ,2108
taranga19079                                                                                        ,1289
taranga19080                                                                                        ,1289
yugesh_naidu19081                                                                                   ,1311
taranga19082                                                                                        ,1289
andreas63619083                                                                                     ,1484
armourbuddy19084                                                                                    ,1810
taranga19085                                                                                        ,1289
snapper19086                                                                                        ,1500
taranga19087                                                                                        ,1297
moon5019088                                                                                         ,1485
italiantranslator19089                                                                              ,1211
taranga19090                                                                                        ,1280
naoufel19091                                                                                        ,1765
svindled19092                                                                                       ,1232
svindled19093                                                                                       ,1191
svindled19094                                                                                       ,1151
svindled19095                                                                                       ,1112
marten5419096                                                                                       ,1456
sunnyside41st19097                                                                                  ,1450
haskox19098                                                                                         ,1147
svindled19099                                                                                       ,1179
svindled19100                                                                                       ,1188
nastyazdrastya19101                                                                                 ,1547
svindled19102                                                                                       ,1209
sgbarrys19103                                                                                       ,1431
svindled19104                                                                                       ,1252
svindled19105                                                                                       ,1319
spaxxts19106                                                                                        ,1503
ignacio4519107                                                                                      ,1581
svindled19108                                                                                       ,1400
streeet119109                                                                                       ,1546
svindled19110                                                                                       ,1516
julian0119111                                                                                       ,1556
svindled19112                                                                                       ,1709
bbmoro19113                                                                                         ,1779
thebadfish19114                                                                                     ,1963
crraii19115                                                                                         ,1881
crraii19116                                                                                         ,1881
crraii19117                                                                                         ,1881
crraii19118                                                                                         ,1881
thebadfish19119                                                                                     ,1963
crraii19120                                                                                         ,1904
owlsquawk19121                                                                                      ,1920
quesada19122                                                                                        ,1800
crraii19123                                                                                         ,1881
thebadfish19124                                                                                     ,1973
crraii19125                                                                                         ,1881
thebadfish19126                                                                                     ,1973
crraii19127                                                                                         ,1881
crraii19128                                                                                         ,1881
thebadfish19129                                                                                     ,1973
crraii19130                                                                                         ,1881
thebadfish19131                                                                                     ,1973
czytamspam19132                                                                                     ,1713
maestrochess_a19133                                                                                 ,1765
duc_d_alsace19134                                                                                   ,1749
crraii19135                                                                                         ,1810
thebadfish19136                                                                                     ,1973
crraii19137                                                                                         ,1810
thebadfish19138                                                                                     ,1973
crraii19139                                                                                         ,1810
crraii19140                                                                                         ,1810
thebadfish19141                                                                                     ,1973
crraii19142                                                                                         ,1810
crraii19143                                                                                         ,1810
crraii19144                                                                                         ,1810
thebadfish19145                                                                                     ,1973
crraii19146                                                                                         ,1810
crraii19147                                                                                         ,1810
crraii19148                                                                                         ,1810
crraii19149                                                                                         ,1810
crraii19150                                                                                         ,1810
crraii19151                                                                                         ,1810
kudrin6419152                                                                                       ,2035
crraii19153                                                                                         ,1774
tvnet19154                                                                                          ,1894
crraii19155                                                                                         ,1840
topraktoprak19156                                                                                   ,1770
dalet19157                                                                                          ,1784
peter-bon2219158                                                                                    ,1702
kaskade2419159                                                                                      ,1918
alexey_018519160                                                                                    ,1753
eugeneshy19161                                                                                      ,1742
nikolai6919162                                                                                      ,1780
planetproto19163                                                                                    ,1740
tajbo419164                                                                                         ,1862
iran-soldier19165                                                                                   ,1700
grego7719166                                                                                        ,1810
okladnoy19167                                                                                       ,1861
easywisi19168                                                                                       ,1742
sergey197119169                                                                                     ,1780
mb51319170                                                                                          ,1722
artem_119171                                                                                        ,1809
ivan190419172                                                                                       ,1737
ivan190419173                                                                                       ,1744
killscheg19174                                                                                      ,1700
pombeira19175                                                                                       ,1823
medsadok19176                                                                                       ,1703
slavenmalixin19177                                                                                  ,1713
hamir19178                                                                                          ,1803
bwf19179                                                                                            ,1793
roma7519180                                                                                         ,1755
gramps19181                                                                                         ,1842
buntar19182                                                                                         ,1795
navigat1319183                                                                                      ,1803
fedorov-sergey19184                                                                                 ,1736
acapaca19185                                                                                        ,1823
casr19186                                                                                           ,1813
pioner181319187                                                                                     ,1787
sercant19188                                                                                        ,1798
stthrash19189                                                                                       ,1765
papa1019190                                                                                         ,1744
gazoom19191                                                                                         ,1730
majeed200019192                                                                                     ,1768
naddiir19193                                                                                        ,1745
lord-st19194                                                                                        ,1899
rudotato19195                                                                                       ,1888
chessbaazer19196                                                                                    ,1822
prados19197                                                                                         ,1862
ewgeni193519198                                                                                     ,1881
cheeky19199                                                                                         ,1914
hephaestion19200                                                                                    ,1821
younggandhi19201                                                                                    ,1977
evolutionrus19202                                                                                   ,1872
gennady558819203                                                                                    ,1829
jersey8619204                                                                                       ,1500
robin51219205                                                                                       ,1325
jdominguez19206                                                                                     ,1265
sam7neeee19207                                                                                      ,1950
batatinhaazul19208                                                                                  ,1249
thegrim12332119209                                                                                  ,1389
baconneggs19210                                                                                     ,1361
thegrim12332119211                                                                                  ,1371
brainiac00719212                                                                                    ,1429
danilo196119213                                                                                     ,1368
thegrim12332119214                                                                                  ,1371
merthy7019215                                                                                       ,1326
thegrim12332119216                                                                                  ,1383
thegrim12332119217                                                                                  ,1399
ranie12319218                                                                                       ,1447
thegrim12332119219                                                                                  ,1387
tecnoch19220                                                                                        ,1351
dantesmontecristo19221                                                                              ,1339
gallosantoss19222                                                                                   ,1400
thegrim12332119223                                                                                  ,1389
thegrim12332119224                                                                                  ,1378
ziogasparo1419225                                                                                   ,1257
tcgil19226                                                                                          ,1332
thegrim12332119227                                                                                  ,1360
thegrim12332119228                                                                                  ,1360
onafets2619229                                                                                      ,1217
thegrim12332119230                                                                                  ,1346
batuhh19231                                                                                         ,1099
an73r0519232                                                                                        ,1287
grsa19233                                                                                           ,1254
grandmasterreturn19234                                                                              ,2344
grsa19235                                                                                           ,1254
vrg231119236                                                                                        ,1233
mansour9919237                                                                                      ,1664
vrg231119238                                                                                        ,1233
gighellone19239                                                                                     ,1155
iamaliveandbored19240                                                                               ,1158
sparkyman19241                                                                                      ,1324
sparkyman19242                                                                                      ,1324
iamaliveandbored19243                                                                               ,1158
sparkyman19244                                                                                      ,1324
iamaliveandbored19245                                                                               ,1148
aleff_blendon19246                                                                                  ,1165
silasolveirasilva19247                                                                              ,1295
iamaliveandbored19248                                                                               ,1164
iamaliveandbored19249                                                                               ,1168
godk200119250                                                                                       ,1156
iamaliveandbored19251                                                                               ,1157
iamaliveandbored19252                                                                               ,1151
hirenmac4419253                                                                                     ,1127
dmarin598319254                                                                                     ,1223
cacarot19255                                                                                        ,1166
iamaliveandbored19256                                                                               ,1137
iamaliveandbored19257                                                                               ,1125
feloniousmonk19258                                                                                  ,1096
viswannabe19259                                                                                     ,1100
victor_simon19260                                                                                   ,1386
viswannabe19261                                                                                     ,1119
viswannabe19262                                                                                     ,1122
nomaschess19263                                                                                     ,1573
viswannabe19264                                                                                     ,1126
nullvalue19265                                                                                      ,1209
raro876519266                                                                                       ,1269
viswannabe19267                                                                                     ,1148
gauvinator19268                                                                                     ,1196
viswannabe19269                                                                                     ,1163
mbmlubos19270                                                                                       ,1286
viswannabe19271                                                                                     ,1188
ghesah300019272                                                                                     ,981
viswannabe19273                                                                                     ,1194
viswannabe19274                                                                                     ,1179
hassan85619275                                                                                      ,1245
magdypeter01219276                                                                                  ,1266
viswannabe19277                                                                                     ,1181
nachoherrera19278                                                                                   ,1265
viswannabe19279                                                                                     ,1172
vishfrnds19280                                                                                      ,1528
viswannabe19281                                                                                     ,1178
jasonredford19282                                                                                   ,1016
viswannabe19283                                                                                     ,1178
axelxdxd19284                                                                                       ,1586
viswannabe19285                                                                                     ,1183
viswannabe19286                                                                                     ,1185
josejuancaselli19287                                                                                ,1610
lolone19288                                                                                         ,1641
viswannabe19289                                                                                     ,1154
fandmlancaster219290                                                                                ,1307
viswannabe19291                                                                                     ,1141
viswannabe19292                                                                                     ,1129
cracovia19293                                                                                       ,957
theboyhasnoname19294                                                                                ,1050
chiesu19295                                                                                         ,1225
viswannabe19296                                                                                     ,1135
viswannabe19297                                                                                     ,1139
alexandrsolodovnik19298                                                                             ,1469
viswannabe19299                                                                                     ,1145
viswannabe19300                                                                                     ,1153
alexis_198319301                                                                                    ,1545
jpokerflat19302                                                                                     ,1739
jpokerflat19303                                                                                     ,1723
jpokerflat19304                                                                                     ,1725
francopg196919305                                                                                   ,1505
jpokerflat19306                                                                                     ,1736
jpokerflat19307                                                                                     ,1754
slavy19308                                                                                          ,1179
caltit19309                                                                                         ,1711
jpokerflat19310                                                                                     ,1743
jpokerflat19311                                                                                     ,1729
lolmaster12319312                                                                                   ,1652
loogos19313                                                                                         ,1696
vaalosnah19314                                                                                      ,1519
giamp819315                                                                                         ,1533
eus196819316                                                                                        ,1605
baal1919317                                                                                         ,1666
jpokerflat19318                                                                                     ,1735
dedjkenator19319                                                                                    ,1600
andrey11111119320                                                                                   ,1683
jpokerflat19321                                                                                     ,1765
capobruno19322                                                                                      ,1564
laode_syahril19323                                                                                  ,2119
alik3419324                                                                                         ,1991
laode_syahril19325                                                                                  ,2119
laode_syahril19326                                                                                  ,2119
domyaty195319327                                                                                    ,2113
laode_syahril19328                                                                                  ,2156
ginreck19329                                                                                        ,2103
bringue19330                                                                                        ,1955
laode_syahril19331                                                                                  ,2164
karakiller8719332                                                                                   ,2040
laode_syahril19333                                                                                  ,2193
laode_syahril19334                                                                                  ,2173
erdene12319335                                                                                      ,2008
laode_syahril19336                                                                                  ,2098
beamall19337                                                                                        ,2117
laode_syahril19338                                                                                  ,2010
laode_syahril19339                                                                                  ,1983
posmacaco19340                                                                                      ,1928
srinathpads19341                                                                                    ,1719
laode_syahril19342                                                                                  ,1662
memoryst19343                                                                                       ,1500
dumbluck19344                                                                                       ,1992
kimaga19345                                                                                         ,1865
dumbluck19346                                                                                       ,2016
dumbluck19347                                                                                       ,2012
dumbluck19348                                                                                       ,2048
dumbluck19349                                                                                       ,2031
dumbluck19350                                                                                       ,2020
dumbluck19351                                                                                       ,2012
dumbluck19352                                                                                       ,2012
dumbluck19353                                                                                       ,2012
dumbluck19354                                                                                       ,1996
dumbluck19355                                                                                       ,2001
dumbluck19356                                                                                       ,1972
dumbluck19357                                                                                       ,1948
dumbluck19358                                                                                       ,1976
dumbluck19359                                                                                       ,2004
dumbluck19360                                                                                       ,2004
dumbluck19361                                                                                       ,1947
dumbluck19362                                                                                       ,1892
dumbluck19363                                                                                       ,1942
dumbluck19364                                                                                       ,1966
dumbluck19365                                                                                       ,1997
dumbluck19366                                                                                       ,2001
dumbluck19367                                                                                       ,1855
dumbluck19368                                                                                       ,1748
dumbluck19369                                                                                       ,1500
physicist199319370                                                                                  ,1810
erdugliano7119371                                                                                   ,1984
erdugliano7119372                                                                                   ,1984
vkmansftw19373                                                                                      ,1281
erdugliano7119374                                                                                   ,1975
erdugliano7119375                                                                                   ,1985
erdugliano7119376                                                                                   ,1974
erdugliano7119377                                                                                   ,1994
kurshev19378                                                                                        ,2121
edik1ng19379                                                                                        ,1499
st2orm19380                                                                                         ,2028
erdugliano7119381                                                                                   ,1980
erdugliano7119382                                                                                   ,1973
erdugliano7119383                                                                                   ,1976
erdugliano7119384                                                                                   ,1971
mmaric19385                                                                                         ,1741
galbert19386                                                                                        ,1559
erdugliano7119387                                                                                   ,1952
erdugliano7119388                                                                                   ,1946
erdugliano7119389                                                                                   ,1929
selami01123519390                                                                                   ,1798
erdugliano7119391                                                                                   ,1904
zharptytsia19392                                                                                    ,1659
timothyc19393                                                                                       ,1488
neil_the_seal19394                                                                                  ,1611
monia788719395                                                                                      ,1088
monia788719396                                                                                      ,1105
monia788719397                                                                                      ,1105
dginni19398                                                                                         ,1514
monia788719399                                                                                      ,1213
monia788719400                                                                                      ,1500
artmd19401                                                                                          ,1805
craciun0519402                                                                                      ,1887
davidnemati19403                                                                                    ,2021
craciun0519404                                                                                      ,1863
fagnermartins19405                                                                                  ,1887
craciun0519406                                                                                      ,1882
craciun0519407                                                                                      ,1888
oleza19408                                                                                          ,1975
craciun0519409                                                                                      ,1879
kuparacdu19410                                                                                      ,1813
craciun0519411                                                                                      ,1904
craciun0519412                                                                                      ,1916
cemalsertdemir19413                                                                                 ,1902
craciun0519414                                                                                      ,1910
omoueza19415                                                                                        ,1690
jamesn0419416                                                                                       ,2006
craciun0519417                                                                                      ,1880
cristianomagalhaes19418                                                                             ,1927
sllolge19419                                                                                        ,1500
lbringer19420                                                                                       ,1738
woundedkneew19421                                                                                   ,1500
lbringer19422                                                                                       ,1738
lbringer19423                                                                                       ,1738
dmathman19424                                                                                       ,1688
lbringer19425                                                                                       ,1715
lbringer19426                                                                                       ,1715
lbringer19427                                                                                       ,1715
mibbis219428                                                                                        ,1652
corinna19429                                                                                        ,1115
kryyc19430                                                                                          ,1779
jrbotafoguense19431                                                                                 ,1500
nubinhofera19432                                                                                    ,1087
lbringer19433                                                                                       ,1712
lbringer19434                                                                                       ,1712
lbringer19435                                                                                       ,1699
lbringer19436                                                                                       ,1713
lbringer19437                                                                                       ,1709
limber_up19438                                                                                      ,1500
miikka119439                                                                                        ,1741
jauzion19440                                                                                        ,1500
lbringer19441                                                                                       ,1688
benjaminali19442                                                                                    ,1366
sobral19443                                                                                         ,1480
florinmaestru19444                                                                                  ,1500
shiva7707719445                                                                                     ,1487
lbringer19446                                                                                       ,1663
lbringer19447                                                                                       ,1663
lbringer19448                                                                                       ,1663
king2020200219449                                                                                   ,1223
lbringer19450                                                                                       ,1663
sakvo19451                                                                                          ,1535
ouichou9719452                                                                                      ,1500
danspielt19453                                                                                      ,1500
philipc250819454                                                                                    ,1403
lbringer19455                                                                                       ,1653
lbringer19456                                                                                       ,1653
raltun19457                                                                                         ,1436
lbringer19458                                                                                       ,1639
acidrain8919459                                                                                     ,1592
lbringer19460                                                                                       ,1659
ardacankurt19461                                                                                    ,1526
samoo147719462                                                                                      ,1767
vertis901619463                                                                                     ,1835
nadir12319464                                                                                       ,1784
samoo147719465                                                                                      ,1739
noahmelto19466                                                                                      ,1653
earr19467                                                                                           ,1697
samoo147719468                                                                                      ,1733
aboabdo19469                                                                                        ,1727
samoo147719470                                                                                      ,1731
samoo147719471                                                                                      ,1741
safadao2319472                                                                                      ,1745
samoo147719473                                                                                      ,1761
samoo147719474                                                                                      ,1772
tramurr19475                                                                                        ,1747
samoo147719476                                                                                      ,1754
spirogrigri19477                                                                                    ,1614
samoo147719478                                                                                      ,1740
